IDs,Sub_ID,Extension,Baitset
TCGA-HR-A5NC-01,TCGA-HR-A5NC,1,Agilent Custom
TCGA-HU-8244-01,TCGA-HU-8244,1,Agilent Custom
TCGA-HU-8602-01,TCGA-HU-8602,1,Agilent Custom
TCGA-HU-8604-01,TCGA-HU-8604,1,Agilent Custom
TCGA-HU-A4G8-01,TCGA-HU-A4G8,1,Agilent Custom
TCGA-HU-A4G9-01,TCGA-HU-A4G9,1,Agilent Custom
TCGA-HU-A4GP-01,TCGA-HU-A4GP,1,Agilent Custom
TCGA-HU-A4GT-01,TCGA-HU-A4GT,1,Agilent Custom
TCGA-HU-A4GX-01,TCGA-HU-A4GX,1,Agilent Custom
TCGA-HU-A4H2-01,TCGA-HU-A4H2,1,Agilent Custom
TCGA-HU-A4H3-01,TCGA-HU-A4H3,1,Agilent Custom
TCGA-HU-A4H4-01,TCGA-HU-A4H4,1,Agilent Custom
TCGA-HU-A4H6-01,TCGA-HU-A4H6,1,Agilent Custom
TCGA-IN-A7NR-01,TCGA-IN-A7NR,1,Agilent Custom
TCGA-IN-A7NT-01,TCGA-IN-A7NT,1,Agilent Custom
TCGA-IN-AB1X-01,TCGA-IN-AB1X,1,Agilent Custom
TCGA-IQ-7631-01,TCGA-IQ-7631,1,Agilent Custom
TCGA-IQ-7632-01,TCGA-IQ-7632,1,Agilent Custom
TCGA-IQ-A61E-01,TCGA-IQ-A61E,1,Agilent Custom
TCGA-IQ-A6SG-01,TCGA-IQ-A6SG,1,Agilent Custom
TCGA-J2-8192-01,TCGA-J2-8192,1,Agilent Custom
TCGA-J2-8194-01,TCGA-J2-8194,1,Agilent Custom
TCGA-J2-A4AD-01,TCGA-J2-A4AD,1,Agilent Custom
TCGA-J2-A4AE-01,TCGA-J2-A4AE,1,Agilent Custom
TCGA-J2-A4AG-01,TCGA-J2-A4AG,1,Agilent Custom
TCGA-J7-8537-01,TCGA-J7-8537,1,Agilent Custom
TCGA-KB-A6F7-01,TCGA-KB-A6F7,1,Agilent Custom
TCGA-KB-A93H-01,TCGA-KB-A93H,1,Agilent Custom
TCGA-KU-A66S-01,TCGA-KU-A66S,1,Agilent Custom
TCGA-KU-A66T-01,TCGA-KU-A66T,1,Agilent Custom
TCGA-L3-A524-01,TCGA-L3-A524,1,Agilent Custom
TCGA-L4-A4E5-01,TCGA-L4-A4E5,1,Agilent Custom
TCGA-L9-A443-01,TCGA-L9-A443,1,Agilent Custom
TCGA-L9-A444-01,TCGA-L9-A444,1,Agilent Custom
TCGA-L9-A5IP-01,TCGA-L9-A5IP,1,Agilent Custom
TCGA-L9-A8F4-01,TCGA-L9-A8F4,1,Agilent Custom
TCGA-MP-A4T4-01,TCGA-MP-A4T4,1,Agilent Custom
TCGA-MP-A4T6-01,TCGA-MP-A4T6,1,Agilent Custom
TCGA-MP-A4T7-01,TCGA-MP-A4T7,1,Agilent Custom
TCGA-MP-A4T9-01,TCGA-MP-A4T9,1,Agilent Custom
TCGA-MP-A4TA-01,TCGA-MP-A4TA,1,Agilent Custom
TCGA-MP-A4TF-01,TCGA-MP-A4TF,1,Agilent Custom
TCGA-MP-A4TH-01,TCGA-MP-A4TH,1,Agilent Custom
TCGA-MP-A4TJ-01,TCGA-MP-A4TJ,1,Agilent Custom
TCGA-MP-A4TK-01,TCGA-MP-A4TK,1,Agilent Custom
TCGA-MP-A5C7-01,TCGA-MP-A5C7,1,Agilent Custom
TCGA-MT-A67F-01,TCGA-MT-A67F,1,Agilent Custom
TCGA-MX-A5UJ-01,TCGA-MX-A5UJ,1,Agilent Custom
TCGA-N5-A4R8-01,TCGA-N5-A4R8,1,Agilent Custom
TCGA-N5-A4RA-01,TCGA-N5-A4RA,1,Agilent Custom
TCGA-N5-A4RD-01,TCGA-N5-A4RD,1,Agilent Custom
TCGA-N5-A4RF-01,TCGA-N5-A4RF,1,Agilent Custom
TCGA-N5-A4RJ-01,TCGA-N5-A4RJ,1,Agilent Custom
TCGA-N5-A4RM-01,TCGA-N5-A4RM,1,Agilent Custom
TCGA-N5-A4RO-01,TCGA-N5-A4RO,1,Agilent Custom
TCGA-N5-A4RS-01,TCGA-N5-A4RS,1,Agilent Custom
TCGA-N5-A4RT-01,TCGA-N5-A4RT,1,Agilent Custom
TCGA-N5-A4RU-01,TCGA-N5-A4RU,1,Agilent Custom
TCGA-N5-A59E-01,TCGA-N5-A59E,1,Agilent Custom
TCGA-N6-A4VC-01,TCGA-N6-A4VC,1,Agilent Custom
TCGA-N6-A4VD-01,TCGA-N6-A4VD,1,Agilent Custom
TCGA-N6-A4VE-01,TCGA-N6-A4VE,1,Agilent Custom
TCGA-N6-A4VG-01,TCGA-N6-A4VG,1,Agilent Custom
TCGA-N7-A4Y0-01,TCGA-N7-A4Y0,1,Agilent Custom
TCGA-N7-A59B-01,TCGA-N7-A59B,1,Agilent Custom
TCGA-N8-A4PI-01,TCGA-N8-A4PI,1,Agilent Custom
TCGA-N8-A4PN-01,TCGA-N8-A4PN,1,Agilent Custom
TCGA-N8-A4PO-01,TCGA-N8-A4PO,1,Agilent Custom
TCGA-N8-A4PP-01,TCGA-N8-A4PP,1,Agilent Custom
TCGA-N8-A56S-01,TCGA-N8-A56S,1,Agilent Custom
TCGA-N9-A4PZ-01,TCGA-N9-A4PZ,1,Agilent Custom
TCGA-N9-A4Q3-01,TCGA-N9-A4Q3,1,Agilent Custom
TCGA-N9-A4Q4-01,TCGA-N9-A4Q4,1,Agilent Custom
TCGA-N9-A4Q7-01,TCGA-N9-A4Q7,1,Agilent Custom
TCGA-N9-A4Q8-01,TCGA-N9-A4Q8,1,Agilent Custom
TCGA-NA-A4QV-01,TCGA-NA-A4QV,1,Agilent Custom
TCGA-NA-A4QX-01,TCGA-NA-A4QX,1,Agilent Custom
TCGA-NA-A4R0-01,TCGA-NA-A4R0,1,Agilent Custom
TCGA-NA-A4R1-01,TCGA-NA-A4R1,1,Agilent Custom
TCGA-NA-A5I1-01,TCGA-NA-A5I1,1,Agilent Custom
TCGA-NC-A5HI-01,TCGA-NC-A5HI,1,Agilent Custom
TCGA-NC-A5HK-01,TCGA-NC-A5HK,1,Agilent Custom
TCGA-ND-A4W6-01,TCGA-ND-A4W6,1,Agilent Custom
TCGA-ND-A4WA-01,TCGA-ND-A4WA,1,Agilent Custom
TCGA-ND-A4WC-01,TCGA-ND-A4WC,1,Agilent Custom
TCGA-ND-A4WF-01,TCGA-ND-A4WF,1,Agilent Custom
TCGA-NF-A4WU-01,TCGA-NF-A4WU,1,Agilent Custom
TCGA-NF-A4WX-01,TCGA-NF-A4WX,1,Agilent Custom
TCGA-NF-A4X2-01,TCGA-NF-A4X2,1,Agilent Custom
TCGA-NF-A5CP-01,TCGA-NF-A5CP,1,Agilent Custom
TCGA-NG-A4VU-01,TCGA-NG-A4VU,1,Agilent Custom
TCGA-NG-A4VW-01,TCGA-NG-A4VW,1,Agilent Custom
TCGA-NJ-A4YF-01,TCGA-NJ-A4YF,1,Agilent Custom
TCGA-O2-A52S-01,TCGA-O2-A52S,1,Agilent Custom
TCGA-O2-A52V-01,TCGA-O2-A52V,1,Agilent Custom
TCGA-O2-A5IB-01,TCGA-O2-A5IB,1,Agilent Custom
TCGA-P3-A6T0-01,TCGA-P3-A6T0,1,Agilent Custom
TCGA-P3-A6T5-01,TCGA-P3-A6T5,1,Agilent Custom
TCGA-QK-A64Z-01,TCGA-QK-A64Z,1,Agilent Custom
TCGA-QK-A6IH-01,TCGA-QK-A6IH,1,Agilent Custom
TCGA-QK-A6VC-01,TCGA-QK-A6VC,1,Agilent Custom
TCGA-QK-A8Z8-01,TCGA-QK-A8Z8,1,Agilent Custom
TCGA-QM-A5NM-01,TCGA-QM-A5NM,1,Agilent Custom
TCGA-QN-A5NN-01,TCGA-QN-A5NN,1,Agilent Custom
TCGA-R5-A7ZE-01,TCGA-R5-A7ZE,1,Agilent Custom
TCGA-R5-A7ZF-01,TCGA-R5-A7ZF,1,Agilent Custom
TCGA-R5-A7ZI-01,TCGA-R5-A7ZI,1,Agilent Custom
TCGA-R5-A7ZR-01,TCGA-R5-A7ZR,1,Agilent Custom
TCGA-RD-A8N6-01,TCGA-RD-A8N6,1,Agilent Custom
TCGA-RD-A8N9-01,TCGA-RD-A8N9,1,Agilent Custom
TCGA-RD-A8NB-01,TCGA-RD-A8NB,1,Agilent Custom
TCGA-RS-A6TO-01,TCGA-RS-A6TO,1,Agilent Custom
TCGA-SW-A7EA-01,TCGA-SW-A7EA,1,Agilent Custom
TCGA-T2-A6WX-01,TCGA-T2-A6WX,1,Agilent Custom
TCGA-UF-A71D-01,TCGA-UF-A71D,1,Agilent Custom
TCGA-UF-A7JA-01,TCGA-UF-A7JA,1,Agilent Custom
TCGA-UF-A7JO-01,TCGA-UF-A7JO,1,Agilent Custom
TCGA-UF-A7JT-01,TCGA-UF-A7JT,1,Agilent Custom
TCGA-V4-A9E5-01,TCGA-V4-A9E5,1,Agilent Custom
TCGA-V4-A9EC-01,TCGA-V4-A9EC,1,Agilent Custom
TCGA-V4-A9ES-01,TCGA-V4-A9ES,1,Agilent Custom
TCGA-V4-A9EY-01,TCGA-V4-A9EY,1,Agilent Custom
TCGA-V4-A9EZ-01,TCGA-V4-A9EZ,1,Agilent Custom
TCGA-V4-A9F2-01,TCGA-V4-A9F2,1,Agilent Custom
TCGA-V4-A9F7-01,TCGA-V4-A9F7,1,Agilent Custom
TCGA-VD-A8KB-01,TCGA-VD-A8KB,1,Agilent Custom
TCGA-VD-A8KE-01,TCGA-VD-A8KE,1,Agilent Custom
TCGA-VD-A8KG-01,TCGA-VD-A8KG,1,Agilent Custom
TCGA-VD-AA8R-01,TCGA-VD-AA8R,1,Agilent Custom
TCGA-VQ-A8P8-01,TCGA-VQ-A8P8,1,Agilent Custom
TCGA-VQ-A8PB-01,TCGA-VQ-A8PB,1,Agilent Custom
TCGA-VQ-A8PU-01,TCGA-VQ-A8PU,1,Agilent Custom
TCGA-VQ-A91E-01,TCGA-VQ-A91E,1,Agilent Custom
TCGA-VQ-A91N-01,TCGA-VQ-A91N,1,Agilent Custom
TCGA-VQ-A91Z-01,TCGA-VQ-A91Z,1,Agilent Custom
TCGA-VQ-AA68-01,TCGA-VQ-AA68,1,Agilent Custom
TCGA-VQ-AA6D-01,TCGA-VQ-AA6D,1,Agilent Custom
TCGA-WC-A87W-01,TCGA-WC-A87W,1,Agilent Custom
TCGA-WC-A884-01,TCGA-WC-A884,1,Agilent Custom
TCGA-XC-AA0X-01,TCGA-XC-AA0X,1,Agilent Custom
TCGA-XV-A9VZ-01,TCGA-XV-A9VZ,1,Agilent Custom
TCGA-XV-AAZV-01,TCGA-XV-AAZV,1,Agilent Custom
TCGA-XV-AAZW-01,TCGA-XV-AAZW,1,Agilent Custom
TCGA-XV-AAZY-01,TCGA-XV-AAZY,1,Agilent Custom
TCGA-YZ-A985-01,TCGA-YZ-A985,1,Agilent Custom
TCGA-A1-A0SD-01,TCGA-A1-A0SD,1,Nimblegen hg18
TCGA-A1-A0SE-01,TCGA-A1-A0SE,1,Nimblegen hg18
TCGA-A1-A0SH-01,TCGA-A1-A0SH,1,Nimblegen hg18
TCGA-A1-A0SI-01,TCGA-A1-A0SI,1,Nimblegen hg18
TCGA-A1-A0SJ-01,TCGA-A1-A0SJ,1,Nimblegen hg18
TCGA-A1-A0SK-01,TCGA-A1-A0SK,1,Nimblegen hg18
TCGA-A1-A0SO-01,TCGA-A1-A0SO,1,Nimblegen hg18
TCGA-A1-A0SP-01,TCGA-A1-A0SP,1,Nimblegen hg18
TCGA-A2-A04N-01,TCGA-A2-A04N,1,Nimblegen hg18
TCGA-A2-A04R-01,TCGA-A2-A04R,1,Nimblegen hg18
TCGA-A2-A04W-01,TCGA-A2-A04W,1,Nimblegen hg18
TCGA-A2-A0CL-01,TCGA-A2-A0CL,1,Nimblegen hg18
TCGA-A2-A0CS-01,TCGA-A2-A0CS,1,Nimblegen hg18
TCGA-A2-A0CW-01,TCGA-A2-A0CW,1,Nimblegen hg18
TCGA-A2-A0EN-01,TCGA-A2-A0EN,1,Nimblegen hg18
TCGA-A2-A0ES-01,TCGA-A2-A0ES,1,Nimblegen hg18
TCGA-A2-A0SX-01,TCGA-A2-A0SX,1,Nimblegen hg18
TCGA-A2-A0SY-01,TCGA-A2-A0SY,1,Nimblegen hg18
TCGA-A2-A0T0-01,TCGA-A2-A0T0,1,Nimblegen hg18
TCGA-A2-A0T1-01,TCGA-A2-A0T1,1,Nimblegen hg18
TCGA-A2-A0T3-01,TCGA-A2-A0T3,1,Nimblegen hg18
TCGA-A2-A0T4-01,TCGA-A2-A0T4,1,Nimblegen hg18
TCGA-A2-A0YC-01,TCGA-A2-A0YC,1,Nimblegen hg18
TCGA-A2-A0YD-01,TCGA-A2-A0YD,1,Nimblegen hg18
TCGA-A2-A0YF-01,TCGA-A2-A0YF,1,Nimblegen hg18
TCGA-A2-A0YH-01,TCGA-A2-A0YH,1,Nimblegen hg18
TCGA-A2-A0YI-01,TCGA-A2-A0YI,1,Nimblegen hg18
TCGA-A2-A0YK-01,TCGA-A2-A0YK,1,Nimblegen hg18
TCGA-A2-A0YL-01,TCGA-A2-A0YL,1,Nimblegen hg18
TCGA-A2-A0YT-01,TCGA-A2-A0YT,1,Nimblegen hg18
TCGA-A2-A1FV-01,TCGA-A2-A1FV,1,Nimblegen hg18
TCGA-A2-A1FX-01,TCGA-A2-A1FX,1,Nimblegen hg18
TCGA-A2-A1G1-01,TCGA-A2-A1G1,1,Nimblegen hg18
TCGA-A2-A1G6-01,TCGA-A2-A1G6,1,Nimblegen hg18
TCGA-A2-A259-01,TCGA-A2-A259,1,Nimblegen hg18
TCGA-A2-A25B-01,TCGA-A2-A25B,1,Nimblegen hg18
TCGA-A2-A25E-01,TCGA-A2-A25E,1,Nimblegen hg18
TCGA-A7-A0DA-01,TCGA-A7-A0DA,1,Nimblegen hg18
TCGA-A7-A13E-01,TCGA-A7-A13E,1,Nimblegen hg18
TCGA-A7-A13F-01,TCGA-A7-A13F,1,Nimblegen hg18
TCGA-A7-A13G-01,TCGA-A7-A13G,1,Nimblegen hg18
TCGA-A7-A26F-01,TCGA-A7-A26F,1,Nimblegen hg18
TCGA-A7-A26G-01,TCGA-A7-A26G,1,Nimblegen hg18
TCGA-A8-A075-01,TCGA-A8-A075,1,Nimblegen hg18
TCGA-A8-A097-01,TCGA-A8-A097,1,Nimblegen hg18
TCGA-AC-A23E-01,TCGA-AC-A23E,1,Nimblegen hg18
TCGA-AN-A04C-01,TCGA-AN-A04C,1,Nimblegen hg18
TCGA-AN-A0FY-01,TCGA-AN-A0FY,1,Nimblegen hg18
TCGA-AN-A0XL-01,TCGA-AN-A0XL,1,Nimblegen hg18
TCGA-AN-A0XN-01,TCGA-AN-A0XN,1,Nimblegen hg18
TCGA-AN-A0XO-01,TCGA-AN-A0XO,1,Nimblegen hg18
TCGA-AN-A0XP-01,TCGA-AN-A0XP,1,Nimblegen hg18
TCGA-AN-A0XR-01,TCGA-AN-A0XR,1,Nimblegen hg18
TCGA-AN-A0XV-01,TCGA-AN-A0XV,1,Nimblegen hg18
TCGA-AN-A0XW-01,TCGA-AN-A0XW,1,Nimblegen hg18
TCGA-AO-A03V-01,TCGA-AO-A03V,1,Nimblegen hg18
TCGA-AO-A0JG-01,TCGA-AO-A0JG,1,Nimblegen hg18
TCGA-AO-A124-01,TCGA-AO-A124,1,Nimblegen hg18
TCGA-AO-A128-01,TCGA-AO-A128,1,Nimblegen hg18
TCGA-AO-A12A-01,TCGA-AO-A12A,1,Nimblegen hg18
TCGA-AO-A12B-01,TCGA-AO-A12B,1,Nimblegen hg18
TCGA-AO-A12D-01,TCGA-AO-A12D,1,Nimblegen hg18
TCGA-AO-A12F-01,TCGA-AO-A12F,1,Nimblegen hg18
TCGA-AO-A12H-01,TCGA-AO-A12H,1,Nimblegen hg18
TCGA-AO-A1KO-01,TCGA-AO-A1KO,1,Nimblegen hg18
TCGA-AO-A1KR-01,TCGA-AO-A1KR,1,Nimblegen hg18
TCGA-AR-A0TP-01,TCGA-AR-A0TP,1,Nimblegen hg18
TCGA-AR-A0TQ-01,TCGA-AR-A0TQ,1,Nimblegen hg18
TCGA-AR-A0TS-01,TCGA-AR-A0TS,1,Nimblegen hg18
TCGA-AR-A0TT-01,TCGA-AR-A0TT,1,Nimblegen hg18
TCGA-AR-A0TU-01,TCGA-AR-A0TU,1,Nimblegen hg18
TCGA-AR-A0TV-01,TCGA-AR-A0TV,1,Nimblegen hg18
TCGA-AR-A0TW-01,TCGA-AR-A0TW,1,Nimblegen hg18
TCGA-AR-A0TX-01,TCGA-AR-A0TX,1,Nimblegen hg18
TCGA-AR-A0TY-01,TCGA-AR-A0TY,1,Nimblegen hg18
TCGA-AR-A0TZ-01,TCGA-AR-A0TZ,1,Nimblegen hg18
TCGA-AR-A1AH-01,TCGA-AR-A1AH,1,Nimblegen hg18
TCGA-AR-A1AI-01,TCGA-AR-A1AI,1,Nimblegen hg18
TCGA-AR-A1AK-01,TCGA-AR-A1AK,1,Nimblegen hg18
TCGA-AR-A1AL-01,TCGA-AR-A1AL,1,Nimblegen hg18
TCGA-AR-A1AN-01,TCGA-AR-A1AN,1,Nimblegen hg18
TCGA-AR-A1AO-01,TCGA-AR-A1AO,1,Nimblegen hg18
TCGA-AR-A1AP-01,TCGA-AR-A1AP,1,Nimblegen hg18
TCGA-AR-A1AQ-01,TCGA-AR-A1AQ,1,Nimblegen hg18
TCGA-AR-A1AR-01,TCGA-AR-A1AR,1,Nimblegen hg18
TCGA-AR-A1AS-01,TCGA-AR-A1AS,1,Nimblegen hg18
TCGA-AR-A1AW-01,TCGA-AR-A1AW,1,Nimblegen hg18
TCGA-AR-A1AX-01,TCGA-AR-A1AX,1,Nimblegen hg18
TCGA-AR-A1AY-01,TCGA-AR-A1AY,1,Nimblegen hg18
TCGA-AR-A24H-01,TCGA-AR-A24H,1,Nimblegen hg18
TCGA-AR-A24V-01,TCGA-AR-A24V,1,Nimblegen hg18
TCGA-AR-A252-01,TCGA-AR-A252,1,Nimblegen hg18
TCGA-B5-A0JN-01,TCGA-B5-A0JN,1,Nimblegen hg18
TCGA-B5-A0K9-01,TCGA-B5-A0K9,1,Nimblegen hg18
TCGA-B5-A11R-01,TCGA-B5-A11R,1,Nimblegen hg18
TCGA-B6-A0IH-01,TCGA-B6-A0IH,1,Nimblegen hg18
TCGA-B6-A0RL-01,TCGA-B6-A0RL,1,Nimblegen hg18
TCGA-B6-A0RN-01,TCGA-B6-A0RN,1,Nimblegen hg18
TCGA-B6-A0RT-01,TCGA-B6-A0RT,1,Nimblegen hg18
TCGA-B6-A0RU-01,TCGA-B6-A0RU,1,Nimblegen hg18
TCGA-B6-A0WV-01,TCGA-B6-A0WV,1,Nimblegen hg18
TCGA-B6-A0WW-01,TCGA-B6-A0WW,1,Nimblegen hg18
TCGA-B6-A0WZ-01,TCGA-B6-A0WZ,1,Nimblegen hg18
TCGA-B6-A0X0-01,TCGA-B6-A0X0,1,Nimblegen hg18
TCGA-B6-A0X1-01,TCGA-B6-A0X1,1,Nimblegen hg18
TCGA-B6-A0X4-01,TCGA-B6-A0X4,1,Nimblegen hg18
TCGA-B6-A0X5-01,TCGA-B6-A0X5,1,Nimblegen hg18
TCGA-BH-A0AZ-01,TCGA-BH-A0AZ,1,Nimblegen hg18
TCGA-BH-A0B0-01,TCGA-BH-A0B0,1,Nimblegen hg18
TCGA-BH-A0B7-01,TCGA-BH-A0B7,1,Nimblegen hg18
TCGA-BH-A0BF-01,TCGA-BH-A0BF,1,Nimblegen hg18
TCGA-BH-A0BG-01,TCGA-BH-A0BG,1,Nimblegen hg18
TCGA-BH-A0BL-01,TCGA-BH-A0BL,1,Nimblegen hg18
TCGA-BH-A0BO-01,TCGA-BH-A0BO,1,Nimblegen hg18
TCGA-BH-A0BP-01,TCGA-BH-A0BP,1,Nimblegen hg18
TCGA-BH-A0BR-01,TCGA-BH-A0BR,1,Nimblegen hg18
TCGA-BH-A0BW-01,TCGA-BH-A0BW,1,Nimblegen hg18
TCGA-BH-A0BZ-01,TCGA-BH-A0BZ,1,Nimblegen hg18
TCGA-BH-A0C1-01,TCGA-BH-A0C1,1,Nimblegen hg18
TCGA-BH-A0C7-01,TCGA-BH-A0C7,1,Nimblegen hg18
TCGA-BH-A0DE-01,TCGA-BH-A0DE,1,Nimblegen hg18
TCGA-BH-A0DG-01,TCGA-BH-A0DG,1,Nimblegen hg18
TCGA-BH-A0DH-01,TCGA-BH-A0DH,1,Nimblegen hg18
TCGA-BH-A0DI-01,TCGA-BH-A0DI,1,Nimblegen hg18
TCGA-BH-A0DL-01,TCGA-BH-A0DL,1,Nimblegen hg18
TCGA-BH-A0DQ-01,TCGA-BH-A0DQ,1,Nimblegen hg18
TCGA-BH-A0DV-01,TCGA-BH-A0DV,1,Nimblegen hg18
TCGA-BH-A0DX-01,TCGA-BH-A0DX,1,Nimblegen hg18
TCGA-BH-A0E9-01,TCGA-BH-A0E9,1,Nimblegen hg18
TCGA-BH-A0EI-01,TCGA-BH-A0EI,1,Nimblegen hg18
TCGA-BH-A0H5-01,TCGA-BH-A0H5,1,Nimblegen hg18
TCGA-BH-A0HA-01,TCGA-BH-A0HA,1,Nimblegen hg18
TCGA-BH-A0HN-01,TCGA-BH-A0HN,1,Nimblegen hg18
TCGA-BH-A0HP-01,TCGA-BH-A0HP,1,Nimblegen hg18
TCGA-BH-A0RX-01,TCGA-BH-A0RX,1,Nimblegen hg18
TCGA-BH-A0W4-01,TCGA-BH-A0W4,1,Nimblegen hg18
TCGA-BH-A0W5-01,TCGA-BH-A0W5,1,Nimblegen hg18
TCGA-BH-A0W7-01,TCGA-BH-A0W7,1,Nimblegen hg18
TCGA-BH-A0WA-01,TCGA-BH-A0WA,1,Nimblegen hg18
TCGA-BH-A18F-01,TCGA-BH-A18F,1,Nimblegen hg18
TCGA-BH-A18G-01,TCGA-BH-A18G,1,Nimblegen hg18
TCGA-BH-A18H-01,TCGA-BH-A18H,1,Nimblegen hg18
TCGA-BH-A18I-01,TCGA-BH-A18I,1,Nimblegen hg18
TCGA-BH-A18J-01,TCGA-BH-A18J,1,Nimblegen hg18
TCGA-BH-A18K-01,TCGA-BH-A18K,1,Nimblegen hg18
TCGA-BH-A18L-01,TCGA-BH-A18L,1,Nimblegen hg18
TCGA-BH-A18N-01,TCGA-BH-A18N,1,Nimblegen hg18
TCGA-BH-A18P-01,TCGA-BH-A18P,1,Nimblegen hg18
TCGA-BH-A18Q-01,TCGA-BH-A18Q,1,Nimblegen hg18
TCGA-BH-A18S-01,TCGA-BH-A18S,1,Nimblegen hg18
TCGA-BH-A18T-01,TCGA-BH-A18T,1,Nimblegen hg18
TCGA-BH-A18U-01,TCGA-BH-A18U,1,Nimblegen hg18
TCGA-BH-A1EU-01,TCGA-BH-A1EU,1,Nimblegen hg18
TCGA-BH-A1EV-01,TCGA-BH-A1EV,1,Nimblegen hg18
TCGA-BH-A1EW-01,TCGA-BH-A1EW,1,Nimblegen hg18
TCGA-BH-A1FG-01,TCGA-BH-A1FG,1,Nimblegen hg18
TCGA-BH-A1FN-01,TCGA-BH-A1FN,1,Nimblegen hg18
TCGA-BH-A1FU-01,TCGA-BH-A1FU,1,Nimblegen hg18
TCGA-BH-A201-01,TCGA-BH-A201,1,Nimblegen hg18
TCGA-BH-A202-01,TCGA-BH-A202,1,Nimblegen hg18
TCGA-BH-A204-01,TCGA-BH-A204,1,Nimblegen hg18
TCGA-BH-A208-01,TCGA-BH-A208,1,Nimblegen hg18
TCGA-C8-A12K-01,TCGA-C8-A12K,1,Nimblegen hg18
TCGA-C8-A12L-01,TCGA-C8-A12L,1,Nimblegen hg18
TCGA-C8-A12M-01,TCGA-C8-A12M,1,Nimblegen hg18
TCGA-C8-A12N-01,TCGA-C8-A12N,1,Nimblegen hg18
TCGA-C8-A12O-01,TCGA-C8-A12O,1,Nimblegen hg18
TCGA-C8-A12P-01,TCGA-C8-A12P,1,Nimblegen hg18
TCGA-C8-A12Q-01,TCGA-C8-A12Q,1,Nimblegen hg18
TCGA-C8-A12T-01,TCGA-C8-A12T,1,Nimblegen hg18
TCGA-C8-A12U-01,TCGA-C8-A12U,1,Nimblegen hg18
TCGA-C8-A12V-01,TCGA-C8-A12V,1,Nimblegen hg18
TCGA-C8-A12W-01,TCGA-C8-A12W,1,Nimblegen hg18
TCGA-C8-A12X-01,TCGA-C8-A12X,1,Nimblegen hg18
TCGA-C8-A12Y-01,TCGA-C8-A12Y,1,Nimblegen hg18
TCGA-C8-A12Z-01,TCGA-C8-A12Z,1,Nimblegen hg18
TCGA-C8-A130-01,TCGA-C8-A130,1,Nimblegen hg18
TCGA-C8-A131-01,TCGA-C8-A131,1,Nimblegen hg18
TCGA-C8-A132-01,TCGA-C8-A132,1,Nimblegen hg18
TCGA-C8-A133-01,TCGA-C8-A133,1,Nimblegen hg18
TCGA-C8-A134-01,TCGA-C8-A134,1,Nimblegen hg18
TCGA-C8-A137-01,TCGA-C8-A137,1,Nimblegen hg18
TCGA-C8-A138-01,TCGA-C8-A138,1,Nimblegen hg18
TCGA-C8-A1HG-01,TCGA-C8-A1HG,1,Nimblegen hg18
TCGA-C8-A1HI-01,TCGA-C8-A1HI,1,Nimblegen hg18
TCGA-C8-A1HL-01,TCGA-C8-A1HL,1,Nimblegen hg18
TCGA-C8-A1HN-01,TCGA-C8-A1HN,1,Nimblegen hg18
TCGA-C8-A26Z-01,TCGA-C8-A26Z,1,Nimblegen hg18
TCGA-C8-A275-01,TCGA-C8-A275,1,Nimblegen hg18
TCGA-C8-A27B-01,TCGA-C8-A27B,1,Nimblegen hg18
TCGA-D8-A13Y-01,TCGA-D8-A13Y,1,Nimblegen hg18
TCGA-D8-A13Z-01,TCGA-D8-A13Z,1,Nimblegen hg18
TCGA-D8-A140-01,TCGA-D8-A140,1,Nimblegen hg18
TCGA-D8-A141-01,TCGA-D8-A141,1,Nimblegen hg18
TCGA-D8-A142-01,TCGA-D8-A142,1,Nimblegen hg18
TCGA-D8-A143-01,TCGA-D8-A143,1,Nimblegen hg18
TCGA-D8-A145-01,TCGA-D8-A145,1,Nimblegen hg18
TCGA-D8-A147-01,TCGA-D8-A147,1,Nimblegen hg18
TCGA-D8-A1J8-01,TCGA-D8-A1J8,1,Nimblegen hg18
TCGA-D8-A1J9-01,TCGA-D8-A1J9,1,Nimblegen hg18
TCGA-D8-A1JB-01,TCGA-D8-A1JB,1,Nimblegen hg18
TCGA-D8-A1JC-01,TCGA-D8-A1JC,1,Nimblegen hg18
TCGA-D8-A1JH-01,TCGA-D8-A1JH,1,Nimblegen hg18
TCGA-D8-A1JI-01,TCGA-D8-A1JI,1,Nimblegen hg18
TCGA-D8-A1JJ-01,TCGA-D8-A1JJ,1,Nimblegen hg18
TCGA-D8-A1JN-01,TCGA-D8-A1JN,1,Nimblegen hg18
TCGA-D8-A1JS-01,TCGA-D8-A1JS,1,Nimblegen hg18
TCGA-D8-A1X5-01,TCGA-D8-A1X5,1,Nimblegen hg18
TCGA-D8-A1X6-01,TCGA-D8-A1X6,1,Nimblegen hg18
TCGA-D8-A1XA-01,TCGA-D8-A1XA,1,Nimblegen hg18
TCGA-D8-A1XB-01,TCGA-D8-A1XB,1,Nimblegen hg18
TCGA-D8-A1XC-01,TCGA-D8-A1XC,1,Nimblegen hg18
TCGA-D8-A1XF-01,TCGA-D8-A1XF,1,Nimblegen hg18
TCGA-D8-A1XK-01,TCGA-D8-A1XK,1,Nimblegen hg18
TCGA-D8-A1XL-01,TCGA-D8-A1XL,1,Nimblegen hg18
TCGA-D8-A1XM-01,TCGA-D8-A1XM,1,Nimblegen hg18
